Gas1,gas2,gas3,gas4,gas5
2,78,18,0,2
0,78,18,0,4
4,78,16,2,0
2,78,16,4,0
0,78,16,6,0
0,78,16,4,2
2,78,16,2,2
0,78,16,2,4
4,78,16,0,2
2,78,16,0,4
0,78,16,0,6
6,78,14,2,0
4,78,14,4,0
2,78,14,6,0
0,78,14,8,0
0,78,14,6,2
2,78,14,4,2
0,78,14,4,4
4,78,14,2,2
2,78,14,2,4
0,78,14,2,6
6,78,14,0,2
4,78,14,0,4
2,78,14,0,6
0,78,14,0,8
8,78,12,2,0
6,78,12,4,0
4,78,12,6,0
2,78,12,8,0
0,78,12,10,0
0,78,12,8,2
2,78,12,6,2
0,78,12,6,4
4,78,12,4,2
2,78,12,4,4
0,78,12,4,6
6,78,12,2,2
4,78,12,2,4
2,78,12,2,6
0,78,12,2,8
8,78,12,0,2
6,78,12,0,4
4,78,12,0,6
2,78,12,0,8
0,78,12,0,10
10,78,10,2,0
8,78,10,4,0
6,78,10,6,0
4,78,10,8,0
2,78,10,10,0
0,78,10,12,0
0,78,10,10,2
2,78,10,8,2
0,78,10,8,4
4,78,10,6,2
2,78,10,6,4
0,78,10,6,6
6,78,10,4,2
4,78,10,4,4
2,78,10,4,6
0,78,10,4,8
8,78,10,2,2
6,78,10,2,4
4,78,10,2,6
2,78,10,2,8
0,78,10,2,10
10,78,10,0,2
8,78,10,0,4
6,78,10,0,6
4,78,10,0,8
2,78,10,0,10
0,78,10,0,12
12,78,8,2,0
10,78,8,4,0
8,78,8,6,0
6,78,8,8,0
4,78,8,10,0
2,78,8,12,0
0,78,8,14,0
0,78,8,12,2
2,78,8,10,2
0,78,8,10,4
4,78,8,8,2
2,78,8,8,4
0,78,8,8,6
6,78,8,6,2
4,78,8,6,4
2,78,8,6,6
0,78,8,6,8
8,78,8,4,2
6,78,8,4,4
4,78,8,4,6
2,78,8,4,8
0,78,8,4,10
10,78,8,2,2
8,78,8,2,4
6,78,8,2,6
4,78,8,2,8
2,78,8,2,10
0,78,8,2,12
12,78,8,0,2
10,78,8,0,4
8,78,8,0,6
6,78,8,0,8
4,78,8,0,10
2,78,8,0,12
0,78,8,0,14
14,78,6,2,0
12,78,6,4,0
10,78,6,6,0
8,78,6,8,0
6,78,6,10,0
4,78,6,12,0
2,78,6,14,0
0,78,6,16,0
0,78,6,14,2
2,78,6,12,2
0,78,6,12,4
4,78,6,10,2
2,78,6,10,4
0,78,6,10,6
6,78,6,8,2
4,78,6,8,4
2,78,6,8,6
0,78,6,8,8
8,78,6,6,2
6,78,6,6,4
4,78,6,6,6
2,78,6,6,8
0,78,6,6,10
10,78,6,4,2
8,78,6,4,4
6,78,6,4,6
4,78,6,4,8
2,78,6,4,10
0,78,6,4,12
12,78,6,2,2
10,78,6,2,4
8,78,6,2,6
6,78,6,2,8
4,78,6,2,10
2,78,6,2,12
0,78,6,2,14
14,78,6,0,2
12,78,6,0,4
10,78,6,0,6
8,78,6,0,8
6,78,6,0,10
4,78,6,0,12
2,78,6,0,14
0,78,6,0,16
16,78,4,2,0
14,78,4,4,0
12,78,4,6,0
10,78,4,8,0
8,78,4,10,0
6,78,4,12,0
4,78,4,14,0
2,78,4,16,0
0,78,4,18,0
0,78,4,16,2
2,78,4,14,2
0,78,4,14,4
4,78,4,12,2
2,78,4,12,4
0,78,4,12,6
6,78,4,10,2
4,78,4,10,4
2,78,4,10,6
0,78,4,10,8
8,78,4,8,2
6,78,4,8,4
4,78,4,8,6
2,78,4,8,8
0,78,4,8,10
10,78,4,6,2
8,78,4,6,4
6,78,4,6,6
4,78,4,6,8
2,78,4,6,10
0,78,4,6,12
12,78,4,4,2
10,78,4,4,4
8,78,4,4,6
6,78,4,4,8
4,78,4,4,10
2,78,4,4,12
0,78,4,4,14
14,78,4,2,2
12,78,4,2,4
10,78,4,2,6
8,78,4,2,8
6,78,4,2,10
4,78,4,2,12
2,78,4,2,14
0,78,4,2,16
16,78,4,0,2
14,78,4,0,4
12,78,4,0,6
10,78,4,0,8
8,78,4,0,10
6,78,4,0,12
4,78,4,0,14
2,78,4,0,16
0,78,4,0,18
18,78,2,2,0
16,78,2,4,0
14,78,2,6,0
12,78,2,8,0
10,78,2,10,0
8,78,2,12,0
6,78,2,14,0
4,78,2,16,0
2,78,2,18,0
0,78,2,20,0
0,78,2,18,2
2,78,2,16,2
0,78,2,16,4
4,78,2,14,2
2,78,2,14,4
0,78,2,14,6
6,78,2,12,2
4,78,2,12,4
2,78,2,12,6
0,78,2,12,8
8,78,2,10,2
6,78,2,10,4
4,78,2,10,6
2,78,2,10,8
0,78,2,10,10
10,78,2,8,2
8,78,2,8,4
6,78,2,8,6
4,78,2,8,8
2,78,2,8,10
0,78,2,8,12
12,78,2,6,2
10,78,2,6,4
8,78,2,6,6
6,78,2,6,8
4,78,2,6,10
2,78,2,6,12
0,78,2,6,14
14,78,2,4,2
12,78,2,4,4
10,78,2,4,6
8,78,2,4,8
6,78,2,4,10
4,78,2,4,12
2,78,2,4,14
0,78,2,4,16
16,78,2,2,2
14,78,2,2,4
12,78,2,2,6
10,78,2,2,8
8,78,2,2,10
6,78,2,2,12
4,78,2,2,14
2,78,2,2,16
0,78,2,2,18
18,78,2,0,2
16,78,2,0,4
14,78,2,0,6
12,78,2,0,8
10,78,2,0,10
8,78,2,0,12
6,78,2,0,14
4,78,2,0,16
2,78,2,0,18
0,78,2,0,20
20,78,0,2,0
18,78,0,4,0
16,78,0,6,0
14,78,0,8,0
12,78,0,10,0
10,78,0,12,0
8,78,0,14,0
6,78,0,16,0
4,78,0,18,0
2,78,0,20,0
0,78,0,22,0
0,78,0,20,2
2,78,0,18,2
0,78,0,18,4
4,78,0,16,2
2,78,0,16,4
0,78,0,16,6
6,78,0,14,2
4,78,0,14,4
2,78,0,14,6
0,78,0,14,8
8,78,0,12,2
6,78,0,12,4
4,78,0,12,6
2,78,0,12,8
0,78,0,12,10
10,78,0,10,2
8,78,0,10,4
6,78,0,10,6
4,78,0,10,8
2,78,0,10,10
0,78,0,10,12
12,78,0,8,2
10,78,0,8,4
8,78,0,8,6
6,78,0,8,8
4,78,0,8,10
2,78,0,8,12
0,78,0,8,14
14,78,0,6,2
12,78,0,6,4
10,78,0,6,6
8,78,0,6,8
6,78,0,6,10
4,78,0,6,12
2,78,0,6,14
0,78,0,6,16
16,78,0,4,2
14,78,0,4,4
12,78,0,4,6
10,78,0,4,8
8,78,0,4,10
6,78,0,4,12
4,78,0,4,14
2,78,0,4,16
0,78,0,4,18
18,78,0,2,2
16,78,0,2,4
14,78,0,2,6
12,78,0,2,8
10,78,0,2,10
8,78,0,2,12
6,78,0,2,14
4,78,0,2,16
2,78,0,2,18
0,78,0,2,20
20,78,0,0,2
18,78,0,0,4
16,78,0,0,6
14,78,0,0,8
12,78,0,0,10
10,78,0,0,12
8,78,0,0,14
6,78,0,0,16
4,78,0,0,18
2,78,0,0,20
0,78,0,0,22
22,76,2,0,0
20,76,4,0,0
18,76,6,0,0
16,76,8,0,0
14,76,10,0,0
12,76,12,0,0
10,76,14,0,0
8,76,16,0,0
6,76,18,0,0
4,76,20,0,0
2,76,22,0,0
0,76,24,0,0
0,76,22,2,0
0,76,22,0,2
2,76,20,2,0
0,76,20,4,0
0,76,20,2,2
2,76,20,0,2
0,76,20,0,4
4,76,18,2,0
2,76,18,4,0
0,76,18,6,0
0,76,18,4,2
2,76,18,2,2
0,76,18,2,4
4,76,18,0,2
2,76,18,0,4
0,76,18,0,6
6,76,16,2,0
4,76,16,4,0
2,76,16,6,0
0,76,16,8,0
0,76,16,6,2
2,76,16,4,2
0,76,16,4,4
4,76,16,2,2
2,76,16,2,4
0,76,16,2,6
6,76,16,0,2
4,76,16,0,4
2,76,16,0,6
0,76,16,0,8
8,76,14,2,0
6,76,14,4,0
4,76,14,6,0
2,76,14,8,0
0,76,14,10,0
0,76,14,8,2
2,76,14,6,2
0,76,14,6,4
4,76,14,4,2
2,76,14,4,4
0,76,14,4,6
6,76,14,2,2
4,76,14,2,4
2,76,14,2,6
0,76,14,2,8
8,76,14,0,2
6,76,14,0,4
4,76,14,0,6
2,76,14,0,8
0,76,14,0,10
10,76,12,2,0
8,76,12,4,0
6,76,12,6,0
4,76,12,8,0
2,76,12,10,0
0,76,12,12,0
0,76,12,10,2
2,76,12,8,2
0,76,12,8,4
4,76,12,6,2
2,76,12,6,4
0,76,12,6,6
6,76,12,4,2
4,76,12,4,4
2,76,12,4,6
0,76,12,4,8
8,76,12,2,2
6,76,12,2,4
4,76,12,2,6
2,76,12,2,8
0,76,12,2,10
10,76,12,0,2
8,76,12,0,4
6,76,12,0,6
4,76,12,0,8
2,76,12,0,10
0,76,12,0,12
12,76,10,2,0
10,76,10,4,0
8,76,10,6,0
6,76,10,8,0
4,76,10,10,0
2,76,10,12,0
0,76,10,14,0
0,76,10,12,2
2,76,10,10,2
0,76,10,10,4
4,76,10,8,2
2,76,10,8,4
0,76,10,8,6
6,76,10,6,2
4,76,10,6,4
2,76,10,6,6
0,76,10,6,8
8,76,10,4,2
6,76,10,4,4
4,76,10,4,6
2,76,10,4,8
0,76,10,4,10
10,76,10,2,2
8,76,10,2,4
6,76,10,2,6
4,76,10,2,8
2,76,10,2,10
0,76,10,2,12
12,76,10,0,2
10,76,10,0,4
8,76,10,0,6
6,76,10,0,8
4,76,10,0,10
2,76,10,0,12
0,76,10,0,14
14,76,8,2,0
12,76,8,4,0
10,76,8,6,0
8,76,8,8,0
6,76,8,10,0
4,76,8,12,0
2,76,8,14,0
0,76,8,16,0
0,76,8,14,2
2,76,8,12,2
0,76,8,12,4
4,76,8,10,2
2,76,8,10,4
0,76,8,10,6
6,76,8,8,2
4,76,8,8,4
2,76,8,8,6
0,76,8,8,8
8,76,8,6,2
6,76,8,6,4
4,76,8,6,6
2,76,8,6,8
0,76,8,6,10
10,76,8,4,2
8,76,8,4,4
6,76,8,4,6
4,76,8,4,8
2,76,8,4,10
0,76,8,4,12
12,76,8,2,2
10,76,8,2,4
8,76,8,2,6
6,76,8,2,8
4,76,8,2,10
2,76,8,2,12
0,76,8,2,14
14,76,8,0,2
12,76,8,0,4
10,76,8,0,6
8,76,8,0,8
6,76,8,0,10
4,76,8,0,12
2,76,8,0,14
0,76,8,0,16
16,76,6,2,0
14,76,6,4,0
12,76,6,6,0
10,76,6,8,0
8,76,6,10,0
6,76,6,12,0
4,76,6,14,0
2,76,6,16,0
0,76,6,18,0
0,76,6,16,2
2,76,6,14,2
0,76,6,14,4
4,76,6,12,2
2,76,6,12,4
0,76,6,12,6
6,76,6,10,2
4,76,6,10,4
2,76,6,10,6
0,76,6,10,8
8,76,6,8,2
6,76,6,8,4
4,76,6,8,6
2,76,6,8,8
0,76,6,8,10
10,76,6,6,2
8,76,6,6,4
6,76,6,6,6
4,76,6,6,8
2,76,6,6,10
0,76,6,6,12
12,76,6,4,2
10,76,6,4,4
8,76,6,4,6
6,76,6,4,8
4,76,6,4,10
2,76,6,4,12
0,76,6,4,14
14,76,6,2,2
12,76,6,2,4
10,76,6,2,6
8,76,6,2,8
6,76,6,2,10
4,76,6,2,12
2,76,6,2,14
0,76,6,2,16
16,76,6,0,2
14,76,6,0,4
12,76,6,0,6
10,76,6,0,8
8,76,6,0,10
6,76,6,0,12
4,76,6,0,14
2,76,6,0,16
0,76,6,0,18
18,76,4,2,0
16,76,4,4,0
14,76,4,6,0
12,76,4,8,0
10,76,4,10,0
8,76,4,12,0
6,76,4,14,0
4,76,4,16,0
2,76,4,18,0
0,76,4,20,0
0,76,4,18,2
2,76,4,16,2
0,76,4,16,4
4,76,4,14,2
2,76,4,14,4
0,76,4,14,6
6,76,4,12,2
4,76,4,12,4
2,76,4,12,6
0,76,4,12,8
8,76,4,10,2
6,76,4,10,4
4,76,4,10,6
2,76,4,10,8
0,76,4,10,10
10,76,4,8,2
8,76,4,8,4
6,76,4,8,6
4,76,4,8,8
2,76,4,8,10
0,76,4,8,12
12,76,4,6,2
10,76,4,6,4
8,76,4,6,6
6,76,4,6,8
4,76,4,6,10
2,76,4,6,12
0,76,4,6,14
14,76,4,4,2
12,76,4,4,4
10,76,4,4,6
8,76,4,4,8
6,76,4,4,10
4,76,4,4,12
2,76,4,4,14
0,76,4,4,16
16,76,4,2,2
14,76,4,2,4
12,76,4,2,6
10,76,4,2,8
8,76,4,2,10
6,76,4,2,12
4,76,4,2,14
2,76,4,2,16
0,76,4,2,18
18,76,4,0,2
16,76,4,0,4
14,76,4,0,6
12,76,4,0,8
10,76,4,0,10
8,76,4,0,12
6,76,4,0,14
4,76,4,0,16
2,76,4,0,18
0,76,4,0,20
20,76,2,2,0
18,76,2,4,0
16,76,2,6,0
14,76,2,8,0
12,76,2,10,0
10,76,2,12,0
8,76,2,14,0
6,76,2,16,0
4,76,2,18,0
2,76,2,20,0
0,76,2,22,0
0,76,2,20,2
2,76,2,18,2
0,76,2,18,4
4,76,2,16,2
2,76,2,16,4
0,76,2,16,6
6,76,2,14,2
4,76,2,14,4
2,76,2,14,6
0,76,2,14,8
8,76,2,12,2
6,76,2,12,4
4,76,2,12,6
2,76,2,12,8
0,76,2,12,10
10,76,2,10,2
8,76,2,10,4
6,76,2,10,6
4,76,2,10,8
2,76,2,10,10
0,76,2,10,12
12,76,2,8,2
10,76,2,8,4
8,76,2,8,6
6,76,2,8,8
4,76,2,8,10
2,76,2,8,12
0,76,2,8,14
14,76,2,6,2
12,76,2,6,4
10,76,2,6,6
8,76,2,6,8
6,76,2,6,10
4,76,2,6,12
2,76,2,6,14
0,76,2,6,16
16,76,2,4,2
14,76,2,4,4
12,76,2,4,6
10,76,2,4,8
8,76,2,4,10
6,76,2,4,12
4,76,2,4,14
2,76,2,4,16
0,76,2,4,18
18,76,2,2,2
16,76,2,2,4
14,76,2,2,6
12,76,2,2,8
10,76,2,2,10
8,76,2,2,12
6,76,2,2,14
4,76,2,2,16
2,76,2,2,18
0,76,2,2,20
20,76,2,0,2
18,76,2,0,4
16,76,2,0,6
14,76,2,0,8
12,76,2,0,10
10,76,2,0,12
8,76,2,0,14
6,76,2,0,16
4,76,2,0,18
2,76,2,0,20
0,76,2,0,22
22,76,0,2,0
20,76,0,4,0
18,76,0,6,0
16,76,0,8,0
14,76,0,10,0
12,76,0,12,0
10,76,0,14,0
8,76,0,16,0
6,76,0,18,0
4,76,0,20,0
2,76,0,22,0
0,76,0,24,0
0,76,0,22,2
2,76,0,20,2
0,76,0,20,4
4,76,0,18,2
2,76,0,18,4
0,76,0,18,6
6,76,0,16,2
4,76,0,16,4
2,76,0,16,6
0,76,0,16,8
8,76,0,14,2
6,76,0,14,4
4,76,0,14,6
2,76,0,14,8
0,76,0,14,10
10,76,0,12,2
8,76,0,12,4
6,76,0,12,6
4,76,0,12,8
2,76,0,12,10
0,76,0,12,12
12,76,0,10,2
10,76,0,10,4
8,76,0,10,6
6,76,0,10,8
4,76,0,10,10
2,76,0,10,12
0,76,0,10,14
14,76,0,8,2
12,76,0,8,4
10,76,0,8,6
8,76,0,8,8
6,76,0,8,10
4,76,0,8,12
2,76,0,8,14
0,76,0,8,16
16,76,0,6,2
14,76,0,6,4
12,76,0,6,6
10,76,0,6,8
8,76,0,6,10
6,76,0,6,12
4,76,0,6,14
2,76,0,6,16
0,76,0,6,18
18,76,0,4,2
16,76,0,4,4
14,76,0,4,6
12,76,0,4,8
10,76,0,4,10
8,76,0,4,12
6,76,0,4,14
4,76,0,4,16
2,76,0,4,18
0,76,0,4,20
20,76,0,2,2
18,76,0,2,4
16,76,0,2,6
14,76,0,2,8
12,76,0,2,10
10,76,0,2,12
8,76,0,2,14
6,76,0,2,16
4,76,0,2,18
2,76,0,2,20
0,76,0,2,22
22,76,0,0,2
20,76,0,0,4
18,76,0,0,6
16,76,0,0,8
14,76,0,0,10
12,76,0,0,12
10,76,0,0,14
8,76,0,0,16
6,76,0,0,18
4,76,0,0,20
2,76,0,0,22
0,76,0,0,24
24,74,2,0,0
22,74,4,0,0
20,74,6,0,0
18,74,8,0,0
16,74,10,0,0
14,74,12,0,0
12,74,14,0,0
10,74,16,0,0
8,74,18,0,0
6,74,20,0,0
4,74,22,0,0
2,74,24,0,0
0,74,26,0,0
0,74,24,2,0
0,74,24,0,2
2,74,22,2,0
0,74,22,4,0
0,74,22,2,2
2,74,22,0,2
0,74,22,0,4
4,74,20,2,0
2,74,20,4,0
0,74,20,6,0
0,74,20,4,2
2,74,20,2,2
0,74,20,2,4
4,74,20,0,2
2,74,20,0,4
0,74,20,0,6
6,74,18,2,0
4,74,18,4,0
2,74,18,6,0
0,74,18,8,0
0,74,18,6,2
2,74,18,4,2
0,74,18,4,4
4,74,18,2,2
2,74,18,2,4
0,74,18,2,6
6,74,18,0,2
4,74,18,0,4
2,74,18,0,6
0,74,18,0,8
8,74,16,2,0
6,74,16,4,0
4,74,16,6,0
2,74,16,8,0
0,74,16,10,0
0,74,16,8,2
2,74,16,6,2
0,74,16,6,4
4,74,16,4,2
2,74,16,4,4
0,74,16,4,6
6,74,16,2,2
4,74,16,2,4
2,74,16,2,6
0,74,16,2,8
8,74,16,0,2
6,74,16,0,4
4,74,16,0,6
2,74,16,0,8
0,74,16,0,10
10,74,14,2,0
8,74,14,4,0
6,74,14,6,0
4,74,14,8,0
2,74,14,10,0
0,74,14,12,0
0,74,14,10,2
2,74,14,8,2
0,74,14,8,4
4,74,14,6,2
2,74,14,6,4
0,74,14,6,6
6,74,14,4,2
4,74,14,4,4
2,74,14,4,6
0,74,14,4,8
8,74,14,2,2
6,74,14,2,4
4,74,14,2,6
2,74,14,2,8
0,74,14,2,10
10,74,14,0,2
8,74,14,0,4
6,74,14,0,6
4,74,14,0,8
2,74,14,0,10
0,74,14,0,12
12,74,12,2,0
10,74,12,4,0
8,74,12,6,0
6,74,12,8,0
4,74,12,10,0
2,74,12,12,0
0,74,12,14,0
0,74,12,12,2
2,74,12,10,2
0,74,12,10,4
4,74,12,8,2
2,74,12,8,4
0,74,12,8,6
6,74,12,6,2
4,74,12,6,4
2,74,12,6,6
0,74,12,6,8
8,74,12,4,2
6,74,12,4,4
4,74,12,4,6
2,74,12,4,8
0,74,12,4,10
10,74,12,2,2
8,74,12,2,4
6,74,12,2,6
4,74,12,2,8
2,74,12,2,10
0,74,12,2,12
12,74,12,0,2
10,74,12,0,4
8,74,12,0,6
6,74,12,0,8
4,74,12,0,10
2,74,12,0,12
0,74,12,0,14
14,74,10,2,0
12,74,10,4,0
10,74,10,6,0
8,74,10,8,0
6,74,10,10,0
4,74,10,12,0
2,74,10,14,0
0,74,10,16,0
0,74,10,14,2
2,74,10,12,2
0,74,10,12,4
4,74,10,10,2
2,74,10,10,4
0,74,10,10,6
6,74,10,8,2
4,74,10,8,4
2,74,10,8,6
0,74,10,8,8
8,74,10,6,2
6,74,10,6,4
4,74,10,6,6
2,74,10,6,8
0,74,10,6,10
10,74,10,4,2
8,74,10,4,4
6,74,10,4,6
4,74,10,4,8
2,74,10,4,10
0,74,10,4,12
12,74,10,2,2
10,74,10,2,4
8,74,10,2,6
6,74,10,2,8
4,74,10,2,10
2,74,10,2,12
0,74,10,2,14
14,74,10,0,2
12,74,10,0,4
10,74,10,0,6
8,74,10,0,8
6,74,10,0,10
4,74,10,0,12
2,74,10,0,14
0,74,10,0,16
16,74,8,2,0
14,74,8,4,0
12,74,8,6,0
10,74,8,8,0
8,74,8,10,0
6,74,8,12,0
4,74,8,14,0
2,74,8,16,0
0,74,8,18,0
0,74,8,16,2
2,74,8,14,2
0,74,8,14,4
4,74,8,12,2
2,74,8,12,4
0,74,8,12,6
6,74,8,10,2
4,74,8,10,4
2,74,8,10,6
0,74,8,10,8
8,74,8,8,2
6,74,8,8,4
4,74,8,8,6
2,74,8,8,8
0,74,8,8,10
10,74,8,6,2
8,74,8,6,4
6,74,8,6,6
4,74,8,6,8
2,74,8,6,10
0,74,8,6,12
12,74,8,4,2
10,74,8,4,4
8,74,8,4,6
6,74,8,4,8
4,74,8,4,10
2,74,8,4,12
0,74,8,4,14
14,74,8,2,2
12,74,8,2,4
10,74,8,2,6
8,74,8,2,8
6,74,8,2,10
4,74,8,2,12
2,74,8,2,14
0,74,8,2,16
